dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,Fuel_Swelling,Porosity,Bubble_Size
3.89E-05,0.661110118,0.078154809,4.08E-09,23858.46562,1.97E-07,2.85E-09,2.36E-18,9.43E-07,30.24905297,6.791073252,0.156386735
8.25E-05,0.632786748,0.032945795,1.31E-09,22662.35433,1.42E-07,2.67E-09,3.97E-18,7.89E-07,70.49938591,27.76643417,0.653557982
6.96E-05,0.704001727,0.014649038,3.67E-09,33168.71824,1.08E-07,1.90E-09,2.48E-18,4.56E-07,67.32758174,26.85515621,0.556392927
5.24E-05,0.766529919,0.072992773,3.75E-09,23634.67887,2.24E-07,7.23E-10,1.56E-18,8.77E-07,38.21110905,11.98604225,0.260742726
3.13E-05,0.537503296,0.069542773,1.79E-09,10716.32909,5.60E-08,1.24E-09,2.55E-18,5.11E-07,45.78109284,16.52423657,0.305891295
6.92E-05,0.848377431,0.075896167,4.70E-09,15197.03303,1.19E-08,2.58E-09,1.10E-18,7.36E-07,41.62464431,13.91653613,0.364496326
8.04E-05,0.77359331,0.015464748,4.11E-09,46691.19368,3.72E-07,2.24E-09,1.52E-18,7.91E-07,71.22632034,28.39680663,0.630453451
5.39E-05,0.597518097,0.047788887,3.88E-09,26285.14204,2.09E-08,2.48E-09,3.62E-18,3.90E-07,47.64571788,17.55871248,0.339733117
3.97E-05,0.717895327,0.065379023,4.61E-09,32751.32527,2.54E-07,1.02E-09,1.03E-18,4.31E-07,33.72638471,9.051194303,0.177913269
5.07E-05,0.825120462,0.014787255,1.97E-09,11989.02793,1.00E-07,1.16E-09,1.18E-18,4.79E-07,53.74063001,20.41430204,0.820432974
5.73E-05,0.64059257,0.04127414,3.53E-09,49915.21186,3.28E-07,2.32E-09,3.10E-18,5.85E-07,50.56522107,19.1125999,0.372047204
3.27E-05,0.563265499,0.028258651,3.90E-09,26971.58311,3.04E-07,1.15E-09,3.57E-18,9.97E-07,38.50652654,12.29897698,0.225858855
8.48E-05,0.716449005,0.061230399,3.07E-09,34781.6554,3.69E-07,1.65E-09,3.82E-18,3.85E-07,51.1377213,19.3941679,0.520587661
9.13E-05,0.784876344,0.019328182,2.40E-09,13909.01388,2.55E-07,9.79E-10,2.47E-18,6.38E-07,75.5138696,29.89469844,0.714539339
3.32E-05,0.510606859,0.047829872,1.48E-09,49439.88951,3.65E-07,7.05E-10,2.24E-18,9.88E-07,55.88210695,21.61027335,0.65128289
9.35E-05,0.828323786,0.058145838,4.88E-09,47024.04819,2.85E-07,2.03E-09,1.74E-18,9.41E-07,53.87285488,20.71327959,0.588523844
9.94E-05,0.660559892,0.057090857,4.74E-09,37152.12701,2.30E-08,1.52E-09,1.91E-18,4.18E-07,63.06972145,24.74251758,0.677449619
1.28E-05,0.693441831,0.06834438,1.19E-09,20468.53861,1.89E-07,2.53E-09,2.14E-18,6.46E-07,27.26856577,2.801204079,0.120881555
5.77E-05,0.537810602,0.044666123,2.05E-09,23109.1374,3.46E-07,1.86E-09,2.99E-18,4.29E-07,54.2018465,20.82511349,0.390941302
7.01E-05,0.706301792,0.071247527,4.04E-09,41401.99137,2.42E-07,2.29E-09,3.27E-18,6.34E-07,42.71281399,14.80095179,0.384488534
2.17E-05,0.839052181,0.048669167,4.31E-09,22112.09084,6.64E-08,2.52E-09,3.79E-18,9.13E-07,21.38380394,0.011264378,0.028525781
8.01E-05,0.885103005,0.024091705,1.56E-09,27842.86311,3.87E-07,2.63E-09,3.12E-18,9.86E-07,64.21494411,25.45336627,0.579647599
9.02E-05,0.719085714,0.043090268,3.94E-09,31029.56237,8.40E-08,9.75E-10,2.61E-18,3.63E-07,63.66511731,25.1883011,0.630811431
2.13E-05,0.877013585,0.052801918,7.14E-10,28425.14874,3.32E-07,1.06E-09,2.46E-18,4.89E-07,30.98923795,5.716656061,0.273090408
2.56E-05,0.765789103,0.038987654,2.37E-09,31537.1252,2.49E-07,1.68E-09,3.68E-18,5.14E-07,24.43457029,2.31272283,0.085082663
9.50E-05,0.898487214,0.064042846,3.10E-09,17874.50708,2.82E-07,2.20E-09,1.09E-18,3.62E-07,54.19147452,20.5472536,0.586071891
7.31E-05,0.651577356,0.067372622,4.24E-09,29483.52969,2.66E-07,9.67E-10,2.48E-18,2.60E-07,48.23629982,17.85463405,0.434318865
9.92E-05,0.643092967,0.05980328,3.54E-09,46936.09606,1.79E-07,2.93E-09,2.57E-18,7.67E-07,58.27120199,22.74254097,0.651068739
3.64E-05,0.569392125,0.011636986,4.22E-09,13840.94162,3.85E-07,1.99E-09,3.77E-18,7.86E-07,46.16810352,16.80420941,0.292380946
7.44E-05,0.747343782,0.027067357,2.33E-09,40760.5959,1.15E-07,6.22E-10,2.78E-18,8.99E-07,66.13088063,26.24286276,0.569668772
9.98E-05,0.549030192,0.077857273,8.00E-10,46742.32232,2.48E-07,1.68E-09,3.40E-18,6.25E-07,72.77048674,27.23313627,0.886465963
4.39E-05,0.577781421,0.022187501,4.51E-09,21419.1562,1.79E-07,8.82E-10,1.05E-18,5.68E-07,51.82038584,19.68842426,0.348165129
3.39E-05,0.614052102,0.022271874,1.89E-09,41434.16421,1.51E-07,1.17E-09,1.93E-18,3.76E-07,44.2588249,15.42861586,0.858812861
4.02E-05,0.764478483,0.055243793,2.50E-09,39318.00556,1.37E-07,2.27E-09,1.32E-18,2.78E-07,36.82262622,10.79389631,0.197569079
7.63E-05,0.722941519,0.032467156,6.53E-10,46325.95677,1.66E-08,2.46E-09,1.72E-18,3.50E-07,113.1958598,40.88375938,2.187040403
4.24E-05,0.785684126,0.027019564,2.89E-09,29646.81357,1.61E-07,4.73E-10,3.59E-18,6.71E-07,39.68167819,12.98331895,0.266025067
6.98E-05,0.504523126,0.031694084,2.04E-09,36203.02462,2.70E-07,1.32E-09,1.92E-18,5.21E-07,74.03369377,29.08735462,1.047508294
9.14E-05,0.534596222,0.038293685,1.62E-09,10493.75313,3.47E-07,5.81E-10,3.85E-18,5.64E-07,75.33750064,29.55155926,0.711528531
1.77E-05,0.88382756,0.032366383,2.45E-09,48965.51657,1.25E-07,2.25E-09,3.24E-18,7.37E-07,22.58141455,0.294229468,0.035170567
1.53E-05,0.789039103,0.053668351,2.14E-09,29308.02975,2.93E-07,4.78E-10,3.73E-18,8.41E-07,22.99292559,0.51557279,0.013085517
7.71E-05,0.796879988,0.067592952,4.73E-09,45550.29405,8.02E-08,3.88E-10,2.31E-18,4.25E-07,49.85322096,18.67285212,0.462200537
8.89E-05,0.547083263,0.052251612,7.66E-10,45180.41618,3.57E-07,1.31E-09,3.41E-18,4.94E-07,79.453274,30.318492,1.205946286
6.36E-05,0.506145484,0.019014165,1.47E-09,32348.47515,2.46E-07,1.29E-09,2.20E-18,3.04E-07,79.93668627,31.33860401,1.444665228
1.10E-05,0.678559503,0.047397303,1.25E-09,46824.89575,1.47E-07,2.26E-09,3.18E-18,5.98E-07,26.52145728,2.09699159,0.239809623
6.21E-05,0.562160639,0.017328031,2.23E-09,23718.39749,1.58E-08,1.14E-09,1.08E-18,3.26E-07,99.31397268,37.45350014,1.968493882
2.71E-05,0.749859276,0.034070868,2.01E-09,34626.11859,2.97E-08,1.69E-09,2.00E-18,4.96E-07,32.56374355,7.254141087,0.634402237
6.66E-05,0.843314407,0.050656324,4.84E-09,7882.434852,2.21E-07,4.65E-10,2.29E-18,6.82E-07,47.97250687,17.77023469,0.400059449
8.78E-05,0.563629349,0.059046143,1.37E-09,19196.69909,1.84E-07,2.35E-09,3.48E-18,5.65E-07,62.53423962,24.11145016,0.660369115
6.64E-05,0.745507142,0.056373474,1.80E-09,45506.05327,4.42E-09,2.46E-09,2.53E-18,9.68E-07,58.76969844,22.60139346,0.979495558
1.92E-05,0.590911936,0.014095198,1.51E-09,7842.993282,9.78E-08,1.47E-09,2.07E-18,8.05E-07,33.89418326,8.023167836,1.083832953
4.91E-05,0.799573019,0.038373335,2.63E-09,33822.85553,2.19E-07,2.85E-09,2.89E-18,6.47E-07,42.36013877,14.57435054,0.285111415
5.18E-05,0.806958843,0.010582617,1.19E-09,36354.8483,3.97E-07,4.57E-10,3.64E-18,4.72E-07,53.27161097,20.2701354,0.412326072
5.60E-05,0.673163753,0.072635737,1.78E-09,31081.46601,5.73E-08,3.20E-10,2.03E-18,6.43E-07,53.06707276,19.96256102,0.515615501
8.00E-05,0.78660565,0.025948135,9.63E-10,48635.7318,1.78E-07,5.04E-10,2.85E-18,4.86E-07,79.19058245,30.96845664,1.307136254
3.35E-05,0.821053311,0.03729827,4.95E-09,17984.3479,4.94E-08,2.44E-09,3.10E-18,3.88E-07,29.85514473,6.516760946,0.150401965
2.44E-05,0.566289517,0.060586574,3.39E-09,27058.32116,4.47E-08,8.68E-10,2.46E-18,7.52E-07,26.67985355,3.843597902,0.091332293
5.68E-05,0.749635141,0.040329107,3.39E-09,39124.24871,3.51E-07,1.19E-09,2.56E-18,4.81E-07,48.18534967,17.84257782,0.354138138
1.33E-05,0.657496742,0.048561725,8.86E-10,14562.15607,2.39E-08,2.30E-09,2.51E-18,9.22E-07,33.07710785,5.577921175,1.055459603
1.64E-05,0.581810253,0.062210829,4.62E-09,32447.127,9.30E-08,3.61E-10,2.61E-18,6.17E-07,22.31628084,0.25721446,0.020826805
8.34E-05,0.573828892,0.021927401,4.16E-09,34725.10295,2.30E-07,2.59E-09,1.20E-18,8.74E-07,77.15903666,30.46997681,0.684603058
4.93E-05,0.752161159,0.052531479,4.46E-09,12493.67776,2.33E-07,2.11E-09,3.88E-18,6.55E-07,39.17571847,12.71717697,0.260598248
3.57E-05,0.612980901,0.048412877,1.76E-09,42264.94307,2.86E-07,1.65E-09,1.22E-18,4.20E-07,48.53936373,17.82721394,0.550959291
8.76E-05,0.852467344,0.065017349,6.62E-10,45682.06266,2.02E-07,1.60E-09,2.90E-18,9.34E-07,67.34683281,25.93782504,0.835605379
7.82E-05,0.855338609,0.04942799,4.84E-09,21089.4671,3.42E-07,1.04E-09,1.76E-18,9.24E-07,52.12874576,19.91205555,0.490568109
1.75E-05,0.805267361,0.024456776,9.53E-10,29029.34954,2.91E-07,2.36E-09,1.51E-18,3.28E-07,30.61783576,5.234601877,0.70369711
7.22E-05,0.611913103,0.054055492,4.37E-09,41991.8665,4.56E-08,8.79E-10,2.86E-18,9.16E-07,54.92553411,21.22807426,0.473437755
1.73E-05,0.542084072,0.037173836,9.39E-10,14297.99126,1.09E-07,3.00E-09,3.02E-18,4.28E-07,30.27877431,4.68211049,0.916709893
5.43E-05,0.865380182,0.071556488,8.18E-10,13808.38075,3.39E-07,1.22E-09,3.42E-18,2.93E-07,40.86656347,13.199056,0.274716322
7.16E-05,0.860920398,0.045287548,2.51E-09,28030.32525,1.38E-07,5.18E-10,3.64E-18,3.78E-07,52.74945863,20.18130449,0.455930001
6.95E-05,0.523261406,0.056763641,2.50E-09,9846.625144,4.00E-07,1.13E-09,2.84E-18,8.13E-07,54.11233154,20.84179925,0.449624954
6.09E-05,0.787018424,0.027734205,4.63E-09,24171.15542,3.88E-07,9.49E-10,3.33E-18,4.02E-07,53.01478706,20.40963679,0.416016199
6.67E-05,0.722350149,0.07493023,1.57E-09,11629.98424,1.54E-07,2.45E-09,2.35E-18,6.93E-07,44.98839889,15.71048885,0.369169294
4.96E-05,0.551387244,0.049621541,4.90E-09,6377.320073,1.14E-07,2.31E-09,1.27E-18,6.21E-07,46.16774739,16.75280206,0.304671126
6.10E-05,0.741062498,0.03874424,9.85E-10,19117.10583,1.23E-07,2.48E-09,3.81E-18,9.20E-07,56.40248565,21.68238236,0.659349793
1.70E-05,0.641568852,0.04598914,1.08E-09,49854.9538,1.55E-07,2.18E-09,2.08E-18,3.29E-07,30.80069733,4.505603146,0.691888101
2.87E-05,0.69522396,0.032899607,3.90E-09,47964.70033,2.70E-07,6.88E-10,3.49E-18,8.28E-07,28.8254351,5.77006836,0.145177535
3.58E-05,0.835983022,0.05684929,3.89E-09,29238.0777,3.57E-07,1.88E-09,2.58E-18,5.49E-07,28.34051388,5.42282071,0.135172034
2.61E-05,0.903658409,0.050995709,2.80E-09,41015.89111,3.93E-08,2.14E-09,3.78E-18,7.70E-07,22.48157186,0.74783891,0.045501449
7.88E-05,0.715353962,0.02644281,3.27E-09,35622.86015,1.73E-07,2.67E-09,3.16E-18,3.76E-07,65.55045347,26.12206457,0.583056859
4.50E-05,0.569735085,0.013313086,1.40E-09,34543.39117,2.51E-07,2.53E-09,3.34E-18,3.01E-07,57.74092059,22.52819155,0.800219421
8.10E-05,0.688897576,0.042813047,2.86E-09,16044.76312,3.88E-07,1.06E-09,2.21E-18,2.82E-07,61.08889947,24.09887468,0.558286451
3.70E-05,0.666341452,0.066207438,4.59E-09,18851.6374,1.79E-08,8.53E-10,3.38E-18,4.37E-07,31.93903269,7.968135663,0.16307809
4.15E-05,0.578892231,0.062461343,3.16E-09,38461.18156,1.75E-07,1.10E-09,1.85E-18,4.20E-07,39.57982171,12.78379924,0.221402878
7.17E-05,0.528813762,0.061569129,2.42E-09,47457.20401,2.94E-07,2.04E-09,2.38E-18,5.92E-07,54.49718317,20.76049908,0.458754754
1.71E-05,0.689658921,0.046757275,2.76E-09,44615.65153,3.12E-07,5.78E-10,2.18E-18,5.12E-07,23.75334503,0.851432149,0.029042743
8.42E-05,0.810592416,0.051334291,2.72E-09,6196.555597,1.49E-07,2.08E-09,2.50E-18,6.63E-07,53.44490497,20.54518681,0.531327372
4.37E-05,0.884198829,0.040132556,3.35E-09,25452.86085,1.07E-07,1.80E-09,1.94E-18,4.90E-07,35.85600327,10.54554024,0.223425278
9.02E-05,0.892740039,0.044081026,3.56E-09,48166.2555,3.66E-07,2.13E-09,2.28E-18,9.28E-07,57.63950821,22.53783442,0.596216335
4.73E-05,0.575644907,0.019546668,3.25E-09,21143.66773,6.43E-08,4.82E-10,3.31E-18,7.66E-07,54.77430432,21.23401478,0.399554198
1.18E-05,0.781795509,0.025846334,2.49E-09,23693.94755,2.45E-07,9.40E-10,2.24E-18,2.56E-07,23.34532225,0.661656389,0.051173368
3.67E-05,0.8442272,0.050120784,4.23E-09,26835.58415,1.84E-07,1.59E-09,3.73E-18,9.81E-07,29.53605275,6.293343262,0.150674573
4.14E-05,0.646067234,0.079443885,1.29E-09,29677.65052,1.52E-07,1.58E-09,3.91E-18,4.55E-07,35.28376879,9.862763671,0.192456757
2.19E-05,0.738954656,0.024904478,4.53E-09,33064.5147,2.20E-07,2.89E-09,1.75E-18,5.30E-07,23.29975407,1.439642275,0.086814726
2.76E-05,0.539335386,0.059976701,2.88E-09,23330.88669,3.98E-07,4.94E-10,3.72E-18,5.73E-07,29.75118392,6.43103726,0.120866484
6.18E-05,0.639097631,0.053798136,9.42E-10,17433.41771,5.01E-08,9.90E-10,3.85E-18,9.58E-07,60.98286656,23.61596926,0.999265817
2.64E-05,0.637653614,0.023003296,1.38E-09,26722.27604,6.11E-08,2.17E-09,1.93E-18,3.42E-07,45.16607098,15.3492588,1.227016252
9.95E-05,0.559844079,0.017049552,3.63E-09,7023.99664,2.42E-07,1.67E-09,3.33E-18,5.47E-07,88.22677401,34.2421963,0.842729892
4.26E-05,0.711727375,0.068498617,3.84E-09,11042.49278,3.19E-07,1.67E-09,3.52E-18,8.33E-07,33.00539235,8.714372178,0.190387112
7.01E-05,0.731378103,0.04804812,4.37E-09,35377.83598,1.80E-07,1.74E-09,1.72E-18,4.09E-07,52.50485973,20.03918557,0.444399421
8.99E-05,0.68289844,0.032232507,1.88E-09,33992.77787,1.86E-08,8.30E-10,2.58E-18,6.03E-07,82.68917388,31.97319954,1.479296923
9.34E-05,0.701674987,0.06343013,4.88E-09,31198.45214,2.75E-08,4.40E-10,3.85E-18,7.15E-07,57.62129056,22.54689871,0.608461176
2.83E-05,0.643764315,0.063623253,1.58E-09,30828.72003,3.94E-07,2.57E-09,3.89E-18,9.47E-07,27.31353473,4.587477405,0.102144576
6.47E-05,0.777465904,0.057020731,4.74E-09,23505.38789,1.58E-07,1.84E-09,1.07E-18,2.61E-07,46.69968289,16.93464733,0.376294955
9.20E-05,0.79507906,0.072292647,3.17E-09,29529.00229,2.35E-07,2.10E-09,1.68E-18,6.90E-07,49.59807647,18.3386093,0.54397166
4.63E-05,0.727509354,0.016730949,4.21E-09,35712.22309,3.13E-07,1.02E-09,2.11E-18,6.41E-07,47.85485976,17.69751239,0.336029644
4.79E-05,0.8406693,0.010963957,4.58E-09,31754.04135,2.23E-07,9.88E-10,3.65E-18,7.04E-07,45.90271976,16.647908,0.346478196
8.58E-05,0.600500659,0.063366512,1.31E-09,38803.08572,1.39E-07,8.08E-10,2.55E-18,2.54E-07,69.7798629,26.93652335,0.86301581
7.65E-05,0.81374761,0.015203443,1.03E-09,38298.69089,3.29E-07,1.57E-09,1.53E-18,9.32E-07,79.16674889,31.03794806,1.250078294
6.79E-05,0.536914941,0.034215193,1.42E-09,37677.92553,3.99E-07,2.27E-09,1.72E-18,8.77E-07,73.4207512,28.72474656,1.108840523
3.30E-05,0.712884251,0.07896979,3.33E-09,46374.77243,2.03E-10,1.88E-09,1.85E-18,4.92E-07,33.25073301,8.071307008,0.369267931
1.12E-05,0.613878681,0.059419459,2.64E-09,17076.37401,2.45E-08,2.12E-09,1.70E-18,9.99E-07,25.5306268,1.530546984,0.193624164
5.58E-05,0.564632076,0.05156643,4.68E-09,43831.64136,2.80E-07,1.50E-09,3.58E-18,4.23E-07,48.19934623,17.88380521,0.346998653
6.14E-05,0.762505876,0.018743037,2.58E-09,18371.53741,2.67E-08,1.19E-09,2.49E-18,4.71E-07,59.47348498,23.38156861,0.475079784
7.64E-05,0.826926139,0.02030329,4.98E-09,39504.19744,2.86E-07,1.24E-09,2.17E-18,4.26E-07,63.86104512,25.43429466,0.572139312
2.61E-05,0.901529259,0.030474341,2.60E-09,11061.48515,2.17E-08,1.12E-09,3.66E-18,6.09E-07,22.80790552,1.00798336,0.070609019
7.14E-05,0.888340232,0.066749611,1.74E-09,44101.21616,1.01E-07,2.34E-09,2.75E-18,9.76E-07,46.13739792,16.40898736,0.399668691
4.25E-05,0.545837646,0.073378742,2.14E-09,31666.10559,3.11E-07,2.15E-09,3.13E-18,7.54E-07,36.65726592,11.03081763,0.209919655
1.48E-05,0.527233001,0.071129568,3.31E-09,6492.629482,3.40E-07,2.19E-09,3.17E-18,5.79E-07,21.36830823,0.007062388,0.014872801
9.85E-05,0.551059681,0.066945919,9.77E-10,43058.46428,2.91E-07,1.33E-09,3.36E-18,3.03E-07,74.14193046,28.06485622,0.899011169
4.11E-05,0.501055216,0.019517356,2.48E-09,41554.85492,3.36E-07,2.17E-09,2.92E-18,9.51E-07,52.54466272,20.12426996,0.35205044
1.16E-05,0.641339986,0.01416691,2.36E-09,40852.65408,1.95E-07,2.32E-09,3.96E-18,9.67E-07,21.92989029,0.112912466,0.095133537
4.88E-05,0.879857332,0.067487949,4.87E-09,44467.48012,8.76E-08,3.73E-10,2.35E-18,4.91E-07,34.52133516,9.670629458,0.224368985
3.86E-05,0.683706295,0.071005247,2.35E-09,21807.10796,2.32E-07,9.21E-10,1.21E-18,2.56E-07,36.13307579,10.2961356,0.189071912
4.59E-05,0.649695271,0.069418695,1.99E-09,22403.6803,3.90E-07,2.81E-09,3.71E-18,9.02E-07,36.05924854,10.68910708,0.223858948
8.45E-05,0.826339178,0.039525459,2.87E-09,33359.88183,4.70E-08,1.07E-09,3.26E-18,3.42E-07,60.78603563,23.93349626,0.580988904
5.63E-05,0.582272781,0.029005078,3.77E-09,33431.3921,9.99E-08,2.65E-09,1.03E-18,9.48E-07,61.21007272,23.98689316,0.660630915
1.19E-05,0.503073009,0.079340451,2.23E-09,31984.7201,2.73E-07,6.35E-10,1.41E-18,6.49E-07,27.24155172,2.761788761,0.072212518
8.24E-05,0.541197311,0.037885088,6.37E-10,11300.885,2.45E-07,3.30E-10,2.87E-18,3.14E-07,114.5014434,40.79093184,1.752615318
9.31E-05,0.894672796,0.025219682,4.08E-09,8335.4886,1.26E-07,3.51E-10,3.97E-18,9.63E-07,69.89331948,27.91124657,0.700779315
1.55E-05,0.77894555,0.049517982,3.99E-09,21898.80552,2.21E-07,2.24E-09,1.87E-18,4.21E-07,21.84380383,0.08898225,0.012414306
2.52E-05,0.764947373,0.057946179,1.34E-09,38764.19059,2.88E-07,2.45E-09,1.90E-18,3.09E-07,28.46411536,4.301581337,0.138774745
6.23E-05,0.861387076,0.016560358,3.29E-09,42224.48759,3.10E-07,1.53E-09,3.11E-18,4.82E-07,55.55524096,21.63814797,0.455070673
9.17E-05,0.815326478,0.067806322,1.34E-09,22368.5098,8.15E-08,2.52E-09,3.32E-18,2.63E-07,55.01829576,20.7555061,0.566829291
4.60E-05,0.866220017,0.05505635,3.59E-09,24702.82045,9.74E-08,1.16E-09,3.65E-18,2.88E-07,34.35997565,9.603166511,0.218152753
5.13E-05,0.882823588,0.074267304,3.14E-09,46492.44701,5.90E-08,2.65E-09,1.52E-18,9.70E-07,35.16461649,9.855114464,0.229871888
9.05E-05,0.663606734,0.027162524,3.54E-09,17662.59245,8.07E-08,2.25E-09,2.44E-18,7.43E-07,72.74143354,28.87654017,0.698470069
6.29E-05,0.783167914,0.061527225,2.30E-09,47254.80625,2.49E-07,2.68E-09,3.55E-18,6.97E-07,43.0482468,14.92413595,0.347814152
7.75E-05,0.856812947,0.036353042,1.03E-09,43481.9534,2.56E-07,3.42E-10,2.06E-18,8.65E-07,71.47156557,28.0202001,0.922765539
2.68E-05,0.681331379,0.04795804,4.44E-09,10653.89251,9.71E-08,1.57E-09,2.80E-18,4.17E-07,26.22381241,3.844474614,0.097718251
3.49E-05,0.709839953,0.026922665,7.25E-10,7150.62777,5.64E-08,1.13E-09,3.89E-18,8.36E-07,50.44508929,18.76857534,1.31518734
9.61E-05,0.529524245,0.053627148,4.34E-09,19264.99866,2.82E-07,1.56E-09,2.28E-18,6.67E-07,63.2062651,25.04254612,0.66537035
2.01E-05,0.87427258,0.069333837,4.40E-09,26076.9353,1.64E-07,2.93E-09,2.19E-18,9.16E-07,21.48102175,0.044270182,0.006559383
5.27E-05,0.899128346,0.04628991,2.41E-09,16133.29409,1.10E-07,2.00E-09,1.28E-18,7.08E-07,42.83218019,14.57235739,0.288469154
8.93E-05,0.559163704,0.03383633,1.55E-09,12824.45064,1.17E-07,2.74E-09,3.03E-18,8.41E-07,76.5806461,29.75325804,0.985039614
7.77E-05,0.674806615,0.030332,1.14E-09,34903.56773,2.90E-08,2.99E-09,3.08E-18,8.35E-07,79.97029959,31.21803005,1.587569087
2.55E-05,0.780059011,0.045386845,4.36E-09,34351.67693,2.38E-07,2.27E-09,1.39E-18,5.83E-07,24.2825802,2.032479143,0.071233405
3.22E-05,0.712317487,0.071508914,3.20E-09,17291.31964,3.39E-08,2.78E-09,3.74E-18,6.13E-07,26.82060189,4.285780925,0.108076173
7.43E-05,0.872830758,0.075352602,4.50E-09,48450.64279,2.90E-07,2.77E-09,2.65E-18,6.51E-07,39.47037428,12.86771565,0.383914777
8.62E-05,0.714172363,0.077931473,1.29E-09,34985.09153,3.06E-07,6.64E-10,1.10E-18,9.94E-07,66.19477457,25.36175708,0.654698619
2.46E-05,0.751784084,0.050809733,1.64E-09,6746.708325,3.93E-07,1.81E-09,1.47E-18,7.93E-07,26.23046068,2.991349194,0.075460515
7.33E-05,0.771761647,0.042803832,1.61E-09,35991.78126,2.26E-07,1.91E-09,2.58E-18,3.85E-07,58.78405086,22.84327219,0.492946458
1.80E-05,0.881600632,0.030669483,4.93E-09,30432.23898,1.77E-07,1.97E-09,3.88E-18,5.34E-07,21.37382229,0.007084085,0.036720072
7.09E-05,0.798452579,0.033036246,3.93E-09,38363.42978,3.05E-07,3.07E-10,1.44E-18,9.81E-07,60.39250375,23.77392546,0.502592407
4.89E-05,0.845919494,0.074698544,3.48E-09,31260.02022,2.98E-07,1.97E-09,3.76E-18,3.21E-07,32.03258172,8.03336339,0.209730214
8.96E-05,0.596753096,0.012271058,4.70E-09,40197.54828,1.96E-07,2.45E-09,3.22E-18,3.79E-07,82.73644793,32.56719301,0.769097882
4.99E-05,0.746479045,0.073005196,1.43E-09,16592.29118,1.64E-07,2.03E-09,3.77E-18,9.89E-07,36.54532142,10.88698934,0.240143762
3.32E-05,0.622890895,0.050015234,4.01E-09,35677.60517,1.87E-07,1.61E-09,3.06E-18,5.90E-07,32.94855061,8.67343653,0.163389647
5.00E-05,0.667128309,0.051168052,4.63E-09,42742.85913,2.18E-07,2.01E-09,3.49E-18,5.23E-07,42.34783438,14.59897215,0.283005468
7.49E-05,0.797181917,0.044035088,2.37E-09,35553.01014,2.75E-07,1.89E-09,1.01E-18,4.30E-07,61.1781716,23.77748483,0.506341721
1.63E-05,0.822041084,0.07031121,3.86E-09,45942.64194,2.39E-07,1.71E-09,3.26E-18,6.10E-07,21.58401378,0.049755521,0.003924832
8.98E-05,0.684774846,0.0214816,2.94E-09,39758.95268,2.47E-07,4.67E-10,3.71E-18,8.79E-07,77.24198902,30.58672997,0.733940349
2.50E-05,0.804432626,0.04701749,2.35E-09,6259.781584,4.81E-08,3.84E-10,1.23E-18,4.39E-07,28.70864302,4.203495594,0.322541975
8.20E-05,0.54267767,0.051244178,9.99E-10,35527.73586,7.36E-08,6.45E-10,1.49E-18,8.81E-07,117.1037923,41.24056922,1.726087589
8.40E-05,0.593417847,0.064840279,4.16E-09,36514.47983,1.86E-07,7.44E-10,3.35E-18,4.57E-07,53.81014538,20.72570515,0.532502799
8.65E-05,0.777030305,0.031954429,2.02E-09,23993.80294,7.51E-08,7.47E-10,1.67E-18,4.65E-07,75.5775915,29.65250904,0.9874368
1.45E-05,0.704649484,0.030869027,1.41E-09,7417.95771,2.37E-07,5.34E-10,1.29E-18,5.31E-07,29.38817207,4.258522942,0.629624184
2.52E-05,0.548784735,0.01208745,2.85E-09,31944.83908,3.65E-07,2.22E-09,1.32E-18,7.27E-07,35.28053803,9.908956349,0.335705999
3.08E-05,0.862760207,0.063711307,4.66E-09,42816.87877,3.53E-07,1.30E-09,3.04E-18,7.30E-07,23.91712266,2.059245101,0.075372804
2.23E-05,0.736144347,0.076671323,3.56E-09,43889.46471,1.57E-07,8.92E-10,2.37E-18,7.41E-07,22.69462081,0.377147443,0.01942815
8.02E-05,0.661890589,0.032108695,4.97E-09,16367.43139,1.42E-07,2.18E-09,2.21E-18,4.67E-07,64.4518155,25.67590365,0.580008404
5.99E-05,0.769003364,0.029330045,3.23E-09,17266.83638,3.58E-07,2.99E-09,1.30E-18,2.70E-07,53.76675563,20.67814186,0.401798197
2.14E-05,0.791758937,0.035791019,1.50E-09,34197.87998,1.17E-08,8.90E-10,3.86E-18,6.84E-07,26.86355685,2.571529901,0.556426856
9.06E-05,0.904622041,0.04249283,3.13E-09,24333.74107,1.39E-07,2.43E-09,2.19E-18,7.55E-07,58.65238062,22.95417134,0.603064364
6.31E-05,0.505353563,0.012711106,2.29E-09,31861.85517,4.73E-08,2.69E-09,2.20E-18,9.56E-07,81.11267996,31.88342778,1.550197162
7.56E-05,0.775655976,0.077218499,4.94E-09,40015.8048,1.66E-07,2.73E-09,1.27E-18,7.75E-07,42.29114895,14.4264435,0.407046288
9.59E-05,0.585155916,0.015128428,1.68E-09,49319.10924,2.76E-07,6.97E-10,1.89E-18,5.09E-07,100.235913,37.22677873,1.611102945
8.72E-05,0.807609295,0.039431395,3.76E-09,16519.50666,1.89E-07,4.50E-10,1.60E-18,6.44E-07,64.57427941,25.57110162,0.612328067
2.68E-05,0.727406129,0.066838698,4.43E-09,11425.83756,2.87E-07,6.58E-10,3.84E-18,9.65E-07,23.48889455,1.721237021,0.06138656
